date,program,window,category,start_time,end_time,total_time,percent
12/05/2025,firefox,Business Days - Google Drive — Mozilla Firefox,Break,17:38:49,17:38:52,0.05,0.09%
12/05/2025,explorer,‏‏הורדות - סייר הקבצים,Misc,17:38:52,17:39:17,0.42,0.79%
12/05/2025,Idle,No Active Window,Break,17:39:17,17:39:19,0.03,0.06%
12/05/2025,explorer,‏‏הורדות - סייר הקבצים,Misc,17:39:19,17:39:21,0.03,0.06%
12/05/2025,getworkingdays setup.tmp,התקנה - Get Working Days גירסה 1.5,Study,17:39:21,17:40:09,0.8,1.51%
12/05/2025,explorer,‏‏הורדות - סייר הקבצים,Misc,17:40:09,17:40:26,0.28,0.54%
12/05/2025,idea,Caseware IDEA - Register License,Study,17:40:26,17:40:28,0.03,0.06%
12/05/2025,getworkingdays,קובץ לא פתוח,Study,17:40:28,17:40:34,0.1,0.19%
12/05/2025,explorer,Program Manager,Misc,17:40:34,17:40:35,0.02,0.03%
12/05/2025,SearchHost,חיפוש,Misc,17:40:35,17:40:43,0.13,0.25%
12/05/2025,idea,Caseware IDEA,Study,17:40:43,17:40:44,0.02,0.03%
12/05/2025,explorer,explorer,Misc,17:40:44,17:40:46,0.03,0.06%
12/05/2025,Taskmgr,‏‏מנהל המשימות,Misc,17:40:46,17:40:55,0.15,0.28%
12/05/2025,idea,Caseware IDEA 13.0,Study,17:40:55,17:40:57,0.02,0.06%
12/05/2025,Taskmgr,‏‏מנהל המשימות,Misc,17:40:57,17:41:15,0.3,0.57%
12/05/2025,explorer,Program Manager,Misc,17:41:15,17:41:16,0.02,0.03%
12/05/2025,SearchHost,חיפוש,Misc,17:41:16,17:41:19,0.05,0.09%
12/05/2025,explorer,explorer,Misc,17:41:19,17:41:20,0.02,0.03%
12/05/2025,idea,Caseware IDEA - Register License,Study,17:41:20,17:41:21,0.02,0.03%
12/05/2025,explorer,Program Manager,Misc,17:41:21,17:41:23,0.03,0.06%
12/05/2025,idea,Caseware IDEA 13.0,Study,17:41:23,17:41:31,0.13,0.25%
12/05/2025,explorer,‏‏הורדות - סייר הקבצים,Misc,17:41:31,17:41:33,0.03,0.06%
12/05/2025,firefox,Business Days - Google Drive — Mozilla Firefox,Break,17:41:33,17:41:35,0.03,0.06%
12/05/2025,explorer,Program Manager,Misc,17:41:35,17:41:38,0.05,0.09%
12/05/2025,idea,Caseware IDEA 13.0 - ahifa-Database,Study,17:41:38,17:41:41,0.05,0.09%
12/05/2025,getworkingdays,שגיאה,Study,17:41:41,17:41:43,0.03,0.06%
12/05/2025,idea,Caseware IDEA 13.0 - ahifa-Database,Study,17:41:43,17:42:20,0.62,1.17%
12/05/2025,firefox,Business Days - Google Drive — Mozilla Firefox,Break,17:42:20,17:42:21,0.02,0.03%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments,Study,17:42:21,17:42:24,0.03,0.09%
12/05/2025,explorer,Program Manager,Misc,17:42:24,17:42:27,0.05,0.09%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments,Study,17:42:27,17:42:30,0.05,0.09%
12/05/2025,getworkingdays,חישוב מספר ימי העסקים בין שני תאריכים,Study,17:42:30,17:42:38,0.13,0.25%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments,Study,17:42:38,17:42:41,0.05,0.09%
12/05/2025,getworkingdays,סיום,Study,17:42:41,17:42:43,0.03,0.06%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237,Study,17:42:43,17:44:42,1.99,3.75%
12/05/2025,explorer,Program Manager,Misc,17:44:42,17:44:45,0.05,0.09%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237,Study,17:44:45,17:44:47,0.03,0.06%
12/05/2025,getworkingdays,חישוב מספר ימי העסקים בין שני תאריכים,Study,17:44:47,17:44:51,0.07,0.13%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237,Study,17:44:51,17:44:54,0.05,0.09%
12/05/2025,getworkingdays,סיום,Study,17:44:54,17:44:55,0.02,0.03%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451,Study,17:44:55,17:45:59,1.07,2.02%
12/05/2025,Idle,No Active Window,Break,17:45:59,17:46:00,0.02,0.03%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,17:46:00,17:46:05,0.08,0.16%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451,Study,17:46:05,17:46:09,0.05,0.13%
12/05/2025,getworkingdays,חישוב מספר ימי העסקים בין שני תאריכים,Study,17:46:09,17:46:25,0.27,0.5%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451,Study,17:46:25,17:46:29,0.07,0.13%
12/05/2025,getworkingdays,סיום,Study,17:46:29,17:46:30,0.02,0.03%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451_2025512_174625,Study,17:46:30,17:49:02,2.54,4.79%
12/05/2025,explorer,Program Manager,Misc,17:49:02,17:49:06,0.07,0.13%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451,Study,17:49:06,17:49:09,0.05,0.09%
12/05/2025,getworkingdays,חישוב מספר ימי העסקים בין שני תאריכים,Study,17:49:09,17:49:23,0.23,0.44%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451,Study,17:49:23,17:49:34,0.18,0.35%
12/05/2025,getworkingdays,סיום,Study,17:49:34,17:49:35,0.02,0.03%
12/05/2025,idea,Caseware IDEA 13.0 - Sample-Payments_2025512_174237_2025512_174451_2025512_174931,Study,17:49:35,17:50:16,0.68,1.29%
12/05/2025,explorer,Program Manager,Misc,17:50:16,17:50:18,0.03,0.06%
12/05/2025,firefox,Business Days - Google Drive — Mozilla Firefox,Break,17:50:18,17:50:28,0.17,0.32%
12/05/2025,Idle,No Active Window,Break,17:50:28,18:00:03,9.57,18.13%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,18:00:03,18:00:04,0.02,0.03%
12/05/2025,firefox,Business Days - Google Drive — Mozilla Firefox,Break,18:00:04,18:00:18,0.23,0.44%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,18:00:18,18:00:29,0.18,0.35%
12/05/2025,python,Time Tracker,Misc,18:00:29,18:00:34,0.08,0.16%
12/05/2025,python,Time Tracker,Misc,18:01:58,18:02:05,0.12,0.22%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,18:02:05,18:02:15,0.17,0.32%
12/05/2025,python,Time Tracker,Misc,18:02:15,18:02:17,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,18:02:22,18:02:35,0.22,0.41%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:02:35,18:02:43,0.13,0.25%
12/05/2025,python,Time Tracker,Misc,18:02:43,18:02:44,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,18:02:49,18:03:19,0.5,0.95%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,18:03:19,18:04:31,1.18,2.27%
12/05/2025,python,Time Tracker,Misc,18:04:31,18:04:32,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,18:04:38,18:04:50,0.2,0.38%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:04:50,18:05:02,0.2,0.38%
12/05/2025,python,Time Tracker,Misc,18:05:02,18:05:08,0.1,0.19%
12/05/2025,firefox,קורס: סימולציה ספרתית (51724) 2025-2 | בראודה 2024 - 2025 — Mozilla Firefox,Break,18:05:08,18:23:15,18.11,34.27%
12/05/2025,Idle,No Active Window,Break,18:23:15,19:13:22,50.12,94.8%
12/05/2025,explorer,LockingWindow,Misc,19:13:22,19:13:23,0.03,0.03%
12/05/2025,Idle,No Active Window,Break,19:13:23,19:13:39,0.25,0.5%
12/05/2025,explorer,UnlockingWindow,Misc,19:13:39,19:13:40,0.02,0.03%
12/05/2025,firefox,"Fartcoin price today, FARTCOIN to USD live price, marketcap and chart | CoinMarketCap — Mozilla Firefox",Break,19:13:40,19:13:49,0.15,0.28%
12/05/2025,python,Break Time!,Misc,19:13:49,19:13:59,0.17,0.32%
12/05/2025,firefox,(2) WhatsApp — Mozilla Firefox,Break,19:13:59,19:17:35,3.6,6.81%
12/05/2025,python,Time Tracker,Misc,19:17:35,19:18:25,0.83,1.58%
12/05/2025,explorer,explorer,Misc,19:18:25,19:18:26,0.02,0.03%
12/05/2025,Code,● graph.py - time_logger - Visual Studio Code,Study,19:18:26,19:18:43,0.28,0.54%
12/05/2025,explorer,explorer,Misc,19:18:43,19:18:44,0.02,0.03%
12/05/2025,python,Category Percentage Comparison,Misc,19:18:44,19:18:45,0.02,0.03%
12/05/2025,explorer,explorer,Misc,19:18:45,19:18:46,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,19:18:46,19:18:47,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,19:20:49,19:21:14,0.42,0.79%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,19:21:14,19:24:45,3.5,6.65%
12/05/2025,python,Time Tracker,Misc,19:24:45,19:24:57,0.2,0.38%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:24:57,19:25:32,0.58,1.1%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,19:25:32,19:25:34,0.03,0.06%
12/05/2025,firefox,"BTCUSDT 102,898.53 ▼ −1.17% Crypto — Mozilla Firefox",Break,19:25:34,19:28:13,2.65,5.01%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:28:13,19:28:28,0.25,0.47%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,19:28:28,19:28:30,0.03,0.06%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:28:30,19:29:30,1.0,1.89%
12/05/2025,python,Time Tracker,Misc,19:29:30,19:29:31,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,19:29:35,19:29:45,0.17,0.32%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:29:45,19:30:14,0.48,0.91%
12/05/2025,python,Time Tracker,Misc,19:30:14,19:30:15,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,19:30:20,19:30:34,0.23,0.44%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:30:34,19:30:37,0.05,0.09%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,19:30:37,19:30:39,0.03,0.06%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:30:39,19:30:48,0.15,0.28%
12/05/2025,python,Time Tracker,Misc,19:30:54,19:31:12,0.3,0.57%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,19:31:12,19:31:44,0.53,1.01%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,19:31:44,19:31:45,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,19:31:49,19:32:14,0.42,0.79%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,19:32:14,19:34:10,1.93,3.66%
12/05/2025,python,Time Tracker,Misc,19:34:10,19:34:11,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,19:34:16,19:35:12,0.93,1.77%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:35:12,19:35:35,0.38,0.73%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,19:35:35,19:36:19,0.73,1.39%
12/05/2025,python,Time Tracker,Misc,19:36:19,19:36:30,0.19,0.35%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,19:36:30,19:36:38,0.13,0.25%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,19:36:38,19:36:39,0.02,0.03%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,19:36:39,19:43:40,7.0,13.27%
12/05/2025,python,Time Tracker,Misc,19:43:40,19:43:50,0.17,0.32%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,19:43:50,19:44:41,0.85,1.61%
12/05/2025,Code,user_programs.txt - time_logger - Visual Studio Code,Study,19:44:41,19:45:29,0.8,1.51%
12/05/2025,python,Time Tracker,Misc,19:45:29,19:45:46,0.28,0.54%
12/05/2025,Code,config.py - time_logger - Visual Studio Code,Study,19:45:46,19:45:50,0.07,0.13%
12/05/2025,firefox,(3) WhatsApp — Mozilla Firefox,Break,19:45:50,20:04:23,18.56,35.09%
12/05/2025,explorer,LockingWindow,Misc,20:04:23,20:04:25,0.03,0.06%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,20:04:25,20:04:33,0.13,0.25%
12/05/2025,Idle,No Active Window,Misc,20:04:33,20:04:35,0.03,0.06%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,20:04:35,20:05:45,1.17,2.21%
12/05/2025,ShellHost,הגדרות מהירות,Misc,20:05:45,20:05:59,0.23,0.44%
12/05/2025,firefox,(304) YouTube — Mozilla Firefox,Break,20:05:59,20:24:20,18.34,34.71%
12/05/2025,python,Break Time!,Misc,20:24:20,20:24:22,0.03,0.06%
12/05/2025,firefox,(304) Convert py to exe - from code to software - YouTube — Mozilla Firefox,Break,20:24:22,21:06:58,42.59,80.58%
12/05/2025,python,Time Tracker,Misc,21:06:58,21:07:11,0.23,0.41%
12/05/2025,Code,config.py - time_logger - Visual Studio Code,Study,21:07:11,21:07:20,0.15,0.28%
12/05/2025,python,Time Tracker,Misc,21:07:20,21:07:21,0.02,0.03%
12/05/2025,firefox,(305) Why “Learn to Code” Failed - YouTube — Mozilla Firefox,Break,21:07:21,21:07:35,0.23,0.44%
12/05/2025,Taskmgr,‏‏מנהל המשימות,Misc,21:07:35,21:07:55,0.33,0.63%
12/05/2025,python,Time Tracker,Misc,21:09:00,21:09:04,0.07,0.13%
12/05/2025,firefox,(305) Why “Learn to Code” Failed - YouTube — Mozilla Firefox,Break,21:09:04,21:10:01,0.95,1.8%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,21:10:01,21:10:45,0.73,1.39%
12/05/2025,firefox,(305) YouTube — Mozilla Firefox,Break,21:10:45,21:11:40,0.92,1.73%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,21:11:40,21:12:02,0.37,0.69%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:12:02,21:12:50,0.78,1.51%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,21:12:50,21:15:24,2.57,4.85%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:15:24,21:17:34,2.17,4.1%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:17:34,21:18:00,0.43,0.82%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:18:00,21:18:30,0.5,0.95%
12/05/2025,SearchHost,חיפוש,Misc,21:18:30,21:18:33,0.05,0.09%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:18:33,21:18:37,0.07,0.13%
12/05/2025,SearchHost,חיפוש,Misc,21:18:37,21:18:56,0.32,0.6%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:18:56,21:19:07,0.18,0.35%
12/05/2025,SearchHost,חיפוש,Misc,21:19:07,21:19:09,0.03,0.06%
12/05/2025,ApplicationFrameHost,הגדרות,Study,21:19:09,21:19:23,0.24,0.44%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,21:19:23,21:19:24,0.02,0.03%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:19:24,21:19:34,0.17,0.32%
12/05/2025,SearchHost,חיפוש,Misc,21:19:34,21:19:36,0.03,0.06%
12/05/2025,explorer,explorer,Misc,21:19:36,21:19:37,0.02,0.03%
12/05/2025,WindowsTerminal,‏‏שורת הפקודה,Misc,21:19:37,21:19:56,0.32,0.6%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,21:19:56,21:19:57,0.02,0.03%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:19:57,21:22:02,2.08,3.94%
12/05/2025,WindowsTerminal,‏‏שורת הפקודה,Misc,21:22:02,21:22:04,0.03,0.06%
12/05/2025,explorer,explorer,Misc,21:22:04,21:23:00,0.93,1.77%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:23:00,21:23:29,0.48,0.91%
12/05/2025,Code,● compile exe.txt - time_logger - Visual Studio Code,Study,21:23:29,21:24:22,0.88,1.67%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:24:22,21:24:37,0.25,0.47%
12/05/2025,Code,● compile exe.txt - time_logger - Visual Studio Code,Study,21:24:37,21:25:08,0.5,0.98%
12/05/2025,firefox,(305) Breathe Carolina & Sunstars - DYSYLM (Official Music Video) - YouTube — Mozilla Firefox,Break,21:25:08,21:25:16,0.13,0.25%
12/05/2025,Code,● compile exe.txt - time_logger - Visual Studio Code,Study,21:25:16,21:26:05,0.82,1.54%
12/05/2025,python,Time Tracker,Misc,21:26:05,21:26:35,0.5,0.95%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:26:35,21:26:48,0.22,0.41%
12/05/2025,explorer,explorer,Misc,21:26:48,21:26:52,0.07,0.13%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:26:52,21:27:00,0.13,0.25%
12/05/2025,explorer,explorer,Misc,21:27:00,21:27:01,0.02,0.03%
12/05/2025,firefox,(305) C2C - Delta (Official Video) - YouTube — Mozilla Firefox,Break,21:27:01,21:27:35,0.57,1.07%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:27:35,21:28:08,0.55,1.04%
12/05/2025,firefox,(305) Defqwop - Heart Afire (ft. Strix) - YouTube — Mozilla Firefox,Break,21:28:08,21:28:16,0.13,0.25%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:28:16,21:28:18,0.03,0.06%
12/05/2025,firefox,(305) Stuck In the Sound - Let's Go [Official Video] - YouTube — Mozilla Firefox,Break,21:28:18,21:29:29,1.18,2.24%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:29:29,21:29:32,0.05,0.09%
12/05/2025,firefox,(305) Stuck In the Sound - Let's Go [Official Video] - YouTube — Mozilla Firefox,Break,21:29:32,21:31:32,2.0,3.78%
12/05/2025,Code,compile exe.txt - time_logger - Visual Studio Code,Study,21:31:32,21:31:43,0.18,0.35%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,21:31:43,21:31:44,0.02,0.03%
12/05/2025,firefox,(305) Stuck In the Sound - Let's Go [Official Video] - YouTube — Mozilla Firefox,Break,21:31:44,21:31:55,0.18,0.35%
12/05/2025,Code,● compile exe.txt - time_logger - Visual Studio Code,Study,21:31:55,21:32:12,0.28,0.54%
12/05/2025,firefox,"(305) SIAMÉS ""Mr. FEAR"" [Official Animated Music Video] - YouTube — Mozilla Firefox",Break,21:32:12,21:33:08,0.93,1.77%
12/05/2025,Code,● compile exe.txt - time_logger - Visual Studio Code,Study,21:33:08,21:35:12,2.05,3.91%
12/05/2025,explorer,time_logger - סייר הקבצים,Misc,21:35:12,21:35:33,0.35,0.66%
12/05/2025,Code,module.app_logger.c - time_logger - Visual Studio Code,Study,21:35:33,21:35:40,0.12,0.22%
12/05/2025,python,Time Tracker,Misc,21:35:40,21:35:43,0.05,0.09%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,21:35:43,21:35:45,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,21:35:45,21:35:46,0.02,0.03%
12/05/2025,firefox,"(305) SIAMÉS ""Mr. FEAR"" [Official Animated Music Video] - YouTube — Mozilla Firefox",Break,21:35:46,21:38:26,2.67,5.04%
12/05/2025,Taskmgr,‏‏מנהל המשימות,Misc,21:38:26,21:39:23,0.95,1.8%
12/05/2025,firefox,(305) Caravan Palace - Moonshine (Official Video) - YouTube — Mozilla Firefox,Break,21:39:23,21:41:53,2.5,4.73%
12/05/2025,ApplicationFrameHost,הגדרות,Study,21:41:53,21:42:11,0.3,0.57%
12/05/2025,explorer,explorer,Misc,21:42:11,21:42:19,0.13,0.25%
12/05/2025,firefox,(305) Caravan Palace - Wonderland - YouTube — Mozilla Firefox,Break,21:42:19,21:56:14,13.91,26.32%
12/05/2025,python,Time Tracker,Misc,21:56:14,21:56:21,0.12,0.22%
12/05/2025,firefox,(305) Assyria – The First Empire of Evil - YouTube — Mozilla Firefox,Break,21:56:21,21:59:04,2.72,5.14%
12/05/2025,python,Break Time!,Misc,21:59:04,21:59:08,0.07,0.13%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,21:59:08,21:59:13,0.08,0.16%
12/05/2025,python,Time Tracker,Misc,21:59:13,21:59:14,0.02,0.03%
14/05/2025,python,Time Tracker,Misc,11:50:32,11:50:49,0.29,62.96%
14/05/2025,python,Time Tracker,Misc,11:55:04,11:55:14,0.17,37.04%
20/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,17:46:24,17:46:26,0.03,1.33%
20/05/2025,python,Time Tracker,Misc,17:46:26,17:47:28,1.04,41.33%
20/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,17:47:28,17:47:35,0.1,4.67%
20/05/2025,python,Time Tracker,Misc,17:47:35,17:47:36,0.02,0.67%
20/05/2025,python,Time Tracker,Misc,17:47:40,17:48:02,0.37,14.67%
20/05/2025,explorer,explorer,Misc,17:48:05,17:48:06,0.02,0.67%
20/05/2025,Acrobat,1.01 - Adobe Acrobat (64-bit),Study,17:48:06,17:48:08,0.02,1.33%
20/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,17:48:08,17:48:30,0.37,14.67%
20/05/2025,Code,VideoScalerInterface.py - Video-Editor - Visual Studio Code,Study,17:48:30,17:49:00,0.5,20.0%
20/05/2025,python,Time Tracker,Misc,17:49:00,17:49:01,0.02,0.67%
